re,1,8,5000,0.035824
og,1,8,5000,0.011352
r,1,8,5000,113.104685
re,1,8,5000,0.013862
og,1,8,5000,0.012247
r,1,8,5000,113.053136
re,1,8,5000,0.014161
og,1,8,5000,0.011715
r,1,8,5000,113.235469
re,1,8,5000,0.013678
og,1,8,5000,0.011461
r,1,8,5000,113.455681
re,1,8,5000,0.137578
og,1,8,5000,0.010989
r,1,8,5000,114.895620
re,2,8,5000,0.014388
og,2,8,5000,0.013729
r,2,8,5000,755.258823
ig,2,8,5000,629.965435
re,2,8,5000,0.031100
og,2,8,5000,0.013708
r,2,8,5000,792.651458
ig,2,8,5000,666.340209
re,2,8,5000,0.016331
og,2,8,5000,0.013977
r,2,8,5000,781.393429
ig,2,8,5000,657.504444
re,2,8,5000,0.033234
og,2,8,5000,0.013930
r,2,8,5000,763.547663
ig,2,8,5000,645.867252
re,2,8,5000,0.015368
og,2,8,5000,0.013920
r,2,8,5000,745.037718
ig,2,8,5000,626.372331
re,4,8,5000,0.022154
og,4,8,5000,0.065599
r,4,8,5000,1392.496330
ig,4,8,5000,1278.519382
re,4,8,5000,0.016657
og,4,8,5000,0.064931
r,4,8,5000,1365.543569
ig,4,8,5000,1252.237113
re,4,8,5000,0.017870
og,4,8,5000,0.058632
